Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Big Data and Artificial Intelligence,Lecture Notes in Computer Science,,,,10.1007/978-3-031-81821-9,Anirban DasguptaRage Uday KiranRadwa El ShawiSatish SriramaMainak Adhikari,2025,https://link.springer.com/book/10.1007/978-3-031-81821-9,Conference proceedings
Big Data Healthcare Monitoring System: Improved Recurrent Neural Network for Disease Classification with Apache Spark,Sensing and Imaging,,,,10.1007/s11220-025-00589-3,Amruta PrabhugoudaSyeda Asra,2025,https://link.springer.com/article/10.1007/s11220-025-00589-3,Article
Big Data Analytics and Exports—Evidence for Manufacturing Firms from 27 EU Countries,Open Economies Review,,,,10.1007/s11079-024-09777-2,Joachim Wagner,2024,https://link.springer.com/article/10.1007/s11079-024-09777-2,Article
"Big data, risk classification, and privacy in insurance markets",The Geneva Risk and Insurance Review,,,,10.1057/s10713-024-00098-5,Martin ElingIrina GemmoDanjela GuxhaHato Schmeiser,2024,https://link.springer.com/article/10.1057/s10713-024-00098-5,Article
Evaluation of predictive performance of modeling hyperuricemia using medical big data: comparison of data preprocessing methods,Journal of Big Data,,,,10.1186/s40537-025-01142-5,Luwei LiXian HuangCijin YanShuzhan HeSishuai ChengWenJie Yang,2025,https://link.springer.com/article/10.1186/s40537-025-01142-5,Article
Big Data and Data Mining,Digital Marketing,,,,10.1007/978-3-031-69518-6_2,Klaus Solberg Söilen,2024,https://link.springer.com/chapter/10.1007/978-3-031-69518-6_2,Chapter
Education big data and learning analytics: a bibliometric analysis,Humanities and Social Sciences Communications,,,,10.1057/s41599-023-02176-x,Shaza Arissa SamsulNoraffandy YahayaHassan Abuhassna,2023,https://link.springer.com/article/10.1057/s41599-023-02176-x,Article
SCACSBD: a scalable clustering approach for complex-shaped big data,The Journal of Supercomputing,,,,10.1007/s11227-025-07502-5,Agnijit BasuBinu Jose AmbroseRaju HazariPranesh Das,2025,https://link.springer.com/article/10.1007/s11227-025-07502-5,Article
The drivers and income effect of big data use by e-commerce farmers: evidence from China,Electronic Commerce Research,,,,10.1007/s10660-024-09914-6,Yiwu ZengBaogang LiLili LiGuojun Zhang,2024,https://link.springer.com/article/10.1007/s10660-024-09914-6,Article
Optimizing healthcare big data privacy with scalable subtree-based L-Anonymization in cloud environments,Wireless Networks,,,,10.1007/s11276-025-03902-w,Aravindhraj NatarajanN. Shanthi,2025,https://link.springer.com/article/10.1007/s11276-025-03902-w,Article
Research on full-cycle sharing method of natural resources big data based on middle platform architecture,Multimedia Tools and Applications,,,,10.1007/s11042-024-20434-1,Qian Li,2024,https://link.springer.com/article/10.1007/s11042-024-20434-1,Article
Big data-driven enterprise management and market decision-making framework,Service Oriented Computing and Applications,,,,10.1007/s11761-025-00463-w,Na Li,2025,https://link.springer.com/article/10.1007/s11761-025-00463-w,Article
A trigonometric function-based big data model for network information security control mechanisms,Discover Artificial Intelligence,,,,10.1007/s44163-025-00360-3,Bohan ZhangRuoyu Tan,2025,https://link.springer.com/article/10.1007/s44163-025-00360-3,Article
Exploring the impact of big data analytics and risk management convergence on sustainability performance development: an accounting perspective,Discover Sustainability,,,,10.1007/s43621-025-00866-x,Abeer M. AbdelhalimMaha Hassan,2025,https://link.springer.com/article/10.1007/s43621-025-00866-x,Article
Mechanism conflicts: carbon reduction pathways and optimization in China’s Big Data Policy,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04805-z,Bihua ZhouYun HuangHang SuJingshan Wang,2025,https://link.springer.com/article/10.1057/s41599-025-04805-z,Article
Cyber Security Focused Deepfake Detection System Using Big Data,SN Computer Science,,,,10.1007/s42979-024-03105-8,Naresh KumarAnkit Kundu,2024,https://link.springer.com/article/10.1007/s42979-024-03105-8,Article
Big Data Analytics and Data Science,Lecture Notes in Networks and Systems,,,,10.1007/978-981-97-8666-4,Vikrant BhatejaHong LinMilan SimicJinshan TangVustikayala Sivakumar Reddy,2024,https://link.springer.com/book/10.1007/978-981-97-8666-4,Conference proceedings
The Potential of Big Data and Machine Learning for Ground Water Quality Assessment and Prediction,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10156-w,Athira RajeevRehan ShahParin ShahManan ShahRudraksh Nanavaty,2024,https://link.springer.com/article/10.1007/s11831-024-10156-w,Article
Big Data Analytics for Big Medical Data—Tools Applications and Challenges,Smart Healthcare and Machine Learning,,,,10.1007/978-981-97-3312-5_1,Ayesha BanuAyesha AmeenZareena Begum,2024,https://link.springer.com/chapter/10.1007/978-981-97-3312-5_1,Chapter
Big Data Analytics Adoption in Manufacturing Companies: The Contingent Role of Data-Driven Culture,Information Systems Frontiers,,,,10.1007/s10796-024-10491-0,Priveena ThanabalanAli Vafaei-ZadehHaniruzila HanifahT. Ramayah,2024,https://link.springer.com/article/10.1007/s10796-024-10491-0,Article
The Myth of Big Data,AI: A Broad and a Different Perspective,,,,10.1007/978-3-031-80600-1_3,Paolo Massimo BuscemaWeldon A. LodwickGiulia MassiniPier Luigi SaccoMasoud Asadi-ZeydabadiFrancis NewmanRiccardo PetritoliMarco Breda,2025,https://link.springer.com/chapter/10.1007/978-3-031-80600-1_3,Chapter
"A comprehensive bibliometric analysis of Big Data and Cyber Security: intellectual structure, trends, and global collaborations",Knowledge and Information Systems,,,,10.1007/s10115-025-02531-1,Murat KocaSabahattin Çiftçi,2025,https://link.springer.com/article/10.1007/s10115-025-02531-1,Article
Empowering smart city situational awareness via big mobile data,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.2300453,Zhiguang ShanLei ShiBo LiYanqiang ZhangXiatian ZhangWei Chen,2023,https://link.springer.com/article/10.1631/FITEE.2300453,Article
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-2303-4,Xiangyu SongRuyi FengYunliang ChenJianxin LiGeyong Min,2024,https://link.springer.com/book/10.1007/978-981-97-2303-4,Conference proceedings
The role of big data analytics capability in the telecommunication sector of Pakistan: the chain mediating effect of data integration capability and data-driven decision making,Quality & Quantity,,,,10.1007/s11135-024-01923-9,Muhammad Umar KhanIram Fatima,2024,https://link.springer.com/article/10.1007/s11135-024-01923-9,Article
Instance segmentation on distributed deep learning big data cluster,Journal of Big Data,,,,10.1186/s40537-023-00871-9,Mohammed ElhmadanyIslam ElmadahHossam E. Abdelmunim,2024,https://link.springer.com/article/10.1186/s40537-023-00871-9,Article
Design of Intelligent Software Security System Based on Spark Big Data Computing,Wireless Personal Communications,,,,10.1007/s11277-024-11015-4,Chong XuJing Li,2024,https://link.springer.com/article/10.1007/s11277-024-11015-4,Article
Machine learning in biomedical and health big data: a comprehensive survey with empirical and experimental insights,Journal of Big Data,,,,10.1186/s40537-025-01108-7,Kamal Taha,2025,https://link.springer.com/article/10.1186/s40537-025-01108-7,Article
"Big Data, Big Data Analytics, and Policymaking During a Global Pandemic",Resistance to COVID-19 Vaccination,,,,10.1007/978-3-031-56529-8_6,Stephanie RossouwTalita Greyling,2024,https://link.springer.com/chapter/10.1007/978-3-031-56529-8_6,Chapter
"Big Data Analytics in IoT, social media, NLP, and information security: trends, challenges, and applications",Journal of Big Data,,,,10.1186/s40537-025-01192-9,Kamal Taha,2025,https://link.springer.com/article/10.1186/s40537-025-01192-9,Article
Data protection in heterogeneous big data systems,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-023-00472-3,M. A. PoltavtsevaE. B. AleksandrovaV. S. ShmatovP. D. Zegzhda,2023,https://link.springer.com/article/10.1007/s11416-023-00472-3,Article
Big data and deep learning for RNA biology,Experimental & Molecular Medicine,,,,10.1038/s12276-024-01243-w,Hyeonseo HwangHyeonseong JeonNagyeong YeoDaehyun Baek,2024,https://link.springer.com/article/10.1038/s12276-024-01243-w,Article
Challenging Big Data for studying gender-based violence: a methodological proposal,Quality & Quantity,,,,10.1007/s11135-025-02209-4,Fiorenza DeriuClaudia VillanteMaria Giuseppina MuratoreRaffaella GalloEdoardo Toppetti,2025,https://link.springer.com/article/10.1007/s11135-025-02209-4,Article
An eXplainable Artificial Intelligence Methodology on Big Data Architecture,Cognitive Computation,,,,10.1007/s12559-024-10272-6,Valerio La GattaVincenzo MoscatoMarco PostiglioneGiancarlo Sperlì,2024,https://link.springer.com/article/10.1007/s12559-024-10272-6,Article
Security and Big Data,Hacking MySQL,,,,10.1007/979-8-8688-0980-4_18,Lukas Vileikis,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0980-4_18,Chapter
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-2421-5,Xiangyu SongRuyi FengYunliang ChenJianxin LiGeyong Min,2024,https://link.springer.com/book/10.1007/978-981-97-2421-5,Conference proceedings
Research on geographic information update index of RTK location big data,Scientific Reports,,,,10.1038/s41598-025-88252-5,Xiangqiang ZengFengsong ZhouMinsi AoChunhua Chen,2025,https://link.springer.com/article/10.1038/s41598-025-88252-5,Article
A data lake-based security transmission and storage scheme for streaming big data,Cluster Computing,,,,10.1007/s10586-023-04201-9,Xiaoyan ZhaoConghui ZhangShaopeng Guan,2023,https://link.springer.com/article/10.1007/s10586-023-04201-9,Article
Role of big data analytics and hyperspectral imaging in waste management for circular economy,Discover Sustainability,,,,10.1007/s43621-024-00483-0,Jacintha MenezesNadeesha HemachandraKate Isidro,2024,https://link.springer.com/article/10.1007/s43621-024-00483-0,Article
Analysis and Evaluation of Various Fraud Detection Methods for Electronic Payment Cards Transactions in Big Data,Journal of Signal Processing Systems,,,,10.1007/s11265-025-01947-w,Hamid BanirostamTouraj BanirostamMir Mohsen PedramAmir Masoud Rahmani,2024,https://link.springer.com/article/10.1007/s11265-025-01947-w,Article
How does digital technology administrative penalty affect big data technology innovation: evidence from China,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03089-z,Xiaohui ChenKongbiao Lu,2024,https://link.springer.com/article/10.1057/s41599-024-03089-z,Article
Big Brain Data Initiatives in Universiti Sains Malaysia: Data Stewardship to Data Repository and Data Sharing,Neuroinformatics,,,,10.1007/s12021-023-09637-3,Nurfaten HamzahNurul Hashimah Ahamed Hassain MalimJafri Malin AbdullahPutra SumariAriffin Marzuki MokhtarSiti Nur Syamila RosliSharifah Aida Shekh IbrahimZamzuri Idris,2023,https://link.springer.com/article/10.1007/s12021-023-09637-3,Article
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-2387-4,Xiangyu SongRuyi FengYunliang ChenJianxin LiGeyong Min,2024,https://link.springer.com/book/10.1007/978-981-97-2387-4,Conference proceedings
GLM for Big Data Analytics,Generalized Linear Models and Extensions,,,,10.1007/978-981-96-4726-2_12,M. Ataharul IslamSoma Chowdhury Biswas,2025,https://link.springer.com/chapter/10.1007/978-981-96-4726-2_12,Chapter
Blockchain-based isotopic big data-driven tracing of global PM sources and interventions,Nature Communications,,,,10.1038/s41467-025-59220-4,Yuming HuangXiangyu LiYuehan WuChaoyang XueJiashuo LiYongfeng LinWei NieXian LiuQian LiuGreg MichalskiJingwei ZhangZheng ZongDawei LuGuibin Jiang,2025,https://link.springer.com/article/10.1038/s41467-025-59220-4,Article
A Survey of Fake Data or Misinformation Detection Techniques Using Big Data and Sentiment Analysis,SN Computer Science,,,,10.1007/s42979-024-03297-z,Parth kansaraKinjal U. Adhvaryu,2024,https://link.springer.com/article/10.1007/s42979-024-03297-z,Article
Data-Driven Farming: Harnessing Big Data for Agriculture,Transforming Agriculture through Artificial Intelligence for Sustainable Food Systems,,,,10.1007/978-981-96-4795-8_4,Abdullah Mohammad Ghazi Al khatibBayan Mohamad Alshaib,2025,https://link.springer.com/chapter/10.1007/978-981-96-4795-8_4,Chapter
Artificial Intelligence of Big Data for Analysis in Organizational Decision-Making,Global Journal of Flexible Systems Management,,,,10.1007/s40171-025-00450-2,Angel M. OjedaJuan B. ValeraOmar Diaz,2025,https://link.springer.com/article/10.1007/s40171-025-00450-2,Article
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-2390-4,Xiangyu SongRuyi FengYunliang ChenJianxin LiGeyong Min,2024,https://link.springer.com/book/10.1007/978-981-97-2390-4,Conference proceedings
Hybrid optimization and deep learning for enhancing accuracy in fraud detection using big data techniques,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-01971-4,Jingchao HuYaodong ZhangHao Zhang,2025,https://link.springer.com/article/10.1007/s12083-025-01971-4,Article
Stock market prediction with political data Analysis (SP-PDA) model for handling big data,Multimedia Tools and Applications,,,,10.1007/s11042-024-18610-4,Yalanati AyyappaA. P. Siva Kumar,2024,https://link.springer.com/article/10.1007/s11042-024-18610-4,Article
A big data driven multilevel deep learning framework for predicting terrorist attacks,Scientific Reports,,,,10.1038/s41598-025-08201-0,Ume KalsoomaSahar ArshadAmerah AlbarahImran SiddiqiSaeed UllahAbdul MateenFarhan Amin,2025,https://link.springer.com/article/10.1038/s41598-025-08201-0,Article
Big Data and Data Science Engineering,Studies in Computational Intelligence,,,,10.1007/978-3-031-87061-3,Roger Lee,2025,https://link.springer.com/book/10.1007/978-3-031-87061-3,Book
Big Data Platform for Three Poles,The Three Poles of the Earth: Challenges to Sustainable Development in Fragile Environments,,,,10.1007/978-981-97-7721-1_6,Xin LiAnmin DuanDonghui ShangguanLei WangChaolun LiTao CheXinwu LiRui JinYouhua Ran,2025,https://link.springer.com/chapter/10.1007/978-981-97-7721-1_6,Chapter
Energy big data abnormal cluster detection method based on redundant convolution codec,Scientific Reports,,,,10.1038/s41598-024-59373-0,Rui MaZhenhua YanJia LiuWenni KangDongge Zhu,2024,https://link.springer.com/article/10.1038/s41598-024-59373-0,Article
Harnessing the Power of 6G Connectivity for Advanced Big Data Analytics with Deep Learning,Wireless Personal Communications,,,,10.1007/s11277-024-11044-z,Maojin SunLuyi Sun,2024,https://link.springer.com/article/10.1007/s11277-024-11044-z,Article
Empowering students through active learning in educational big data analytics,Smart Learning Environments,,,,10.1186/s40561-024-00300-1,Yun-Cheng Tsai,2024,https://link.springer.com/article/10.1186/s40561-024-00300-1,Article
"Digital twins, big data governance, and sustainable tourism",Ethics and Information Technology,,,,10.1007/s10676-023-09730-w,Eko RahmadianDaniel FeitosaYulia Virantina,2023,https://link.springer.com/article/10.1007/s10676-023-09730-w,Article
